#{"t_start": 1685717185.387958, "env_id": null}
r,l,t
-11.2,4371,13775.560449
-23.3,4407,13796.153533
-20.0,3541,13812.066425
-11.0,3779,13854.96487
-19.0,2549,13861.634525
-24.8,3688,13872.010948
-36.8,3951,13915.106784
-11.3,3198,13924.777204
-17.0,3942,13936.935707
-15.0,2955,13945.624156
-13.7,2865,13954.902324
-20.4,3220,13995.509779
-17.1,3942,14006.910502
-22.2,4265,14018.47565
-14.0,3217,14058.071788
-24.9,3480,14068.285552
-12.7,3052,14076.502878
-21.1,4020,14087.427254
-17.5,3940,14137.065929
-20.5,3049,14151.724362
-19.9,3450,14168.549515
-34.9,4553,14188.439821
-20.2,4234,14242.871306
-22.8,4108,14258.732775
-16.9,3957,14272.336469
-24.1,3216,14313.918826
-29.5,3738,14329.486093
-25.0,3536,14344.455211
-14.5,3692,14360.190876
-33.4,3188,14407.659388
-29.3,3159,14417.678906
-19.1,3578,14429.699857
-20.6,3914,14439.767804
-14.9,3226,14477.673355
-13.6,4105,14488.116037
-10.3,2950,14495.606618
-24.6,4145,14506.094013
-21.9,4193,14546.076396
-26.9,4260,14557.065084
-11.0,3344,14565.921203
-23.9,4339,14607.251382
-16.4,3480,14616.801939
-26.2,3890,14627.17623
-19.5,3934,14638.048347
-23.3,3551,14677.988936
-20.2,3457,14687.405071
-28.2,4389,14699.257807
-11.2,3558,14739.116637
-22.8,3172,14750.545725
-25.9,3428,14765.81194
-20.3,4317,14785.396228
-12.2,2944,14838.933677
-28.4,4367,14859.561391
-20.7,3327,14875.213251
-24.2,3970,14893.769417
-12.5,2621,14942.450786
-18.1,3567,14959.379247
-19.3,3490,14975.455823
-12.6,3642,14992.623366
-23.3,3363,15044.472327
-15.2,3485,15061.155914
-13.7,3682,15078.485372
-13.9,3839,15096.490997
-26.4,3856,15150.844834
-26.3,3407,15166.93881
-25.8,3198,15181.636642
-24.3,3833,15199.431104
-11.8,3391,15252.032492
-13.5,3052,15266.862712
-12.6,3669,15284.591059
-13.0,3361,15300.880032
-28.6,4585,15360.992158
-12.8,3791,15379.614176
-15.0,3590,15397.280293
-25.6,3773,15454.176738
-13.2,4981,15477.842734
-27.5,4739,15501.256765
-18.6,3874,15559.220047
-22.7,3816,15577.011148
-18.1,4307,15597.446603
-27.8,4552,15658.618325
-23.4,4015,15677.552516
-22.1,3648,15694.902261
-18.6,3350,15710.833972
-15.0,3020,15763.348675
-14.8,3999,15782.226414
-15.8,2779,15795.815457
-23.8,3081,15810.97738
-19.3,3042,15825.259818
-28.0,4259,15884.236359
-20.9,3527,15900.537203
-16.6,3531,15917.325105
-18.0,3494,15973.667549
-25.6,4220,15993.554502
-14.1,3148,16008.844909
-14.7,3525,16026.113105
-5.9,3150,16079.536545
-19.0,3164,16094.293761
-17.7,3515,16110.426875
-19.2,3267,16125.774822
-20.6,3615,16181.948618
-16.8,3766,16199.768994
-17.3,3748,16218.44231
-10.2,2990,16231.914868
-16.3,3828,16292.881581
-17.1,3464,16310.148636
-14.5,2622,16322.573359
-21.8,3012,16336.85142
-21.3,3422,16389.376394
-18.5,3394,16404.9015
-19.6,2893,16418.017941
-8.5,7131,16488.786684
-8.8,3166,16502.475548
-13.7,2838,16514.940492
-8.9,3576,16530.997234
-14.5,2810,16544.098655
-6.4,2893,16598.525479
-19.6,3580,16615.325733
-14.6,3345,16630.157958
-21.3,3748,16646.810678
-17.9,3502,16699.38862
-16.2,3017,16713.669156
-16.3,2672,16726.81401
-14.2,2936,16741.231925
-6.1,3365,16797.891157
-11.1,4873,16821.22752
-18.2,2860,16834.936191
-18.3,2876,16848.735021
-16.3,2624,16901.386029
-15.0,3897,16920.130979
-11.9,3092,16935.560371
-13.2,2975,16950.178194
-16.3,2981,16964.392199
-9.0,3440,17019.314319
-16.7,2929,17033.108679
-10.8,2885,17046.690106
-16.3,2869,17060.104103
-21.5,4200,17117.412591
-21.7,2853,17130.9648
-17.2,3262,17146.966944
-14.4,2705,17161.012037
-16.2,2832,17219.143949
-13.8,3966,17238.42959
-14.4,2639,17252.033218
-8.5,3115,17267.564103
-21.8,3161,17283.442468
-16.6,3628,17331.22858
-20.7,3219,17341.087115
-13.9,3683,17353.125251
-11.9,2599,17360.694564
-13.9,3216,17398.543075
-16.2,3405,17409.319282
-15.2,2669,17417.05962
-23.8,3161,17425.544062
-16.6,4162,17467.849327
-16.8,3249,17477.018139
-20.2,3453,17486.281415
-15.3,3492,17495.793729
-16.8,2887,17533.948496
-15.9,3374,17544.806427
-10.3,3185,17553.274951
-14.2,2825,17561.193047
-21.4,3433,17600.650713
-16.5,4069,17611.966699
-28.8,3526,17621.506636
-31.8,4574,17633.957596
-17.3,3970,17675.962026
-22.0,4652,17689.979349
-24.5,2953,17699.011675
-11.5,3687,17741.529869
-15.8,2505,17748.507245
-22.2,2979,17756.7814
-13.2,2856,17764.398751
-13.9,3001,17772.950827
-15.0,2577,17810.856881
-9.7,3059,17819.000127
-12.4,3665,17828.876445
-9.5,3187,17837.600772
-10.0,3592,17877.541685
-8.2,2819,17885.136851
-26.9,6361,17902.240614
-16.3,3007,17910.280407
-14.0,3469,17948.42495
-14.9,2783,17955.942149
-6.3,2839,17963.615034
-10.7,4214,17975.693417
-13.8,3609,18014.37965
-2.2,4063,18024.780986
-15.9,3435,18033.758333
-1.3,4121,18071.385634
-15.9,2883,18078.517057
-19.0,2841,18085.666456
-16.0,3583,18094.771565
-13.5,3294,18103.57514
-16.3,2865,18140.221515
-15.8,2652,18148.678402
-19.4,3325,18158.822911
-13.5,2830,18166.260528
-20.7,2985,18203.95283
-21.2,2839,18211.905953
-15.2,2857,18220.068122
-23.1,4307,18232.17369
-16.8,3345,18270.003875
-18.9,2965,18277.801145
-20.0,3334,18286.098019
-20.2,2757,18293.661313
